Date,Stock,Close_Price,Log_Return,Rolling_Vol,Daily_Return_Pct,Rolling_Vol_Pct
2023-01-04,AAPL,124.36566925048828,0.01026144141602984,,1.026144141602984,
2023-01-05,AAPL,123.04681396484375,-0.01066128726063854,,-1.0661287260638541,
2023-01-06,AAPL,127.57422637939453,0.03613347858384951,,3.6133478583849508,
2023-01-09,AAPL,128.09585571289062,0.004080493525142925,,0.4080493525142925,
2023-01-10,AAPL,128.6666717529297,0.004446263915976619,,0.4446263915976619,
2023-01-11,AAPL,131.3831024169922,0.020892380931876908,,2.089238093187691,
2023-01-12,AAPL,131.30438232421875,-0.0005993440852915248,,-0.05993440852915249,
2023-01-13,AAPL,132.63307189941406,0.010068300486299576,,1.0068300486299575,
2023-01-17,AAPL,133.79446411132812,0.008718314823241572,,0.8718314823241572,
2023-01-18,AAPL,133.07595825195312,-0.005384692609215035,,-0.5384692609215035,
2023-01-19,AAPL,133.13507080078125,0.00044410293600552156,,0.04441029360055215,
2023-01-20,AAPL,135.69398498535156,0.01903805722178202,,1.903805722178202,
2023-01-23,AAPL,138.88287353515625,0.02322870144336252,,2.3228701443362523,
2023-01-24,AAPL,140.28048706054688,0.010012955850412796,,1.0012955850412797,
2023-01-25,AAPL,139.62103271484375,-0.004712054199721823,,-0.47120541997218224,
2023-01-26,AAPL,141.68788146972656,0.014694777469659333,,1.4694777469659333,
2023-01-27,AAPL,143.6267852783203,0.013591545632252035,,1.3591545632252036,
2023-01-30,AAPL,140.74302673339844,-0.02028244407027725,,-2.028244407027725,
2023-01-31,AAPL,142.01266479492188,0.00898052016316955,,0.898052016316955,
2023-02-01,AAPL,143.13467407226562,0.007869721474753165,,0.7869721474753165,
2023-02-02,AAPL,148.4396209716797,0.03639231898262295,,3.639231898262295,
2023-02-03,AAPL,152.0615234375,0.024106915632306932,,2.410691563230693,
2023-02-06,AAPL,149.3352508544922,-0.018091414202590434,,-1.8091414202590435,
2023-02-07,AAPL,152.20916748046875,0.019061892523136226,,1.9061892523136226,
2023-02-08,AAPL,149.5222930908203,-0.017810177352889964,,-1.7810177352889964,
2023-02-09,AAPL,148.48883056640625,-0.006935759005231337,,-0.6935759005231337,
2023-02-10,AAPL,148.85353088378906,0.002453067894445759,,0.2453067894445759,
2023-02-13,AAPL,151.65298461914062,0.018632106643815285,,1.8632106643815285,
2023-02-14,AAPL,151.0122528076172,-0.004233936966987173,,-0.42339369669871735,
2023-02-15,AAPL,153.11183166503906,0.013807602367271908,0.23060370319624476,1.3807602367271907,23.060370319624475
2023-02-16,AAPL,151.5150146484375,-0.010483853682435047,0.2360420936827522,-1.0483853682435047,23.60420936827522
2023-02-17,AAPL,150.37155151367188,-0.007575485174559942,0.23424584660846193,-0.7575485174559942,23.424584660846193
2023-02-21,AAPL,146.3596649169922,-0.02704219074998197,0.23677785700828005,-2.704219074998197,23.677785700828004
2023-02-22,AAPL,146.78350830078125,0.0028917178898346233,0.23682466644088188,0.28917178898346235,23.682466644088187
2023-02-23,AAPL,147.26651000976562,0.0032851699595370983,0.23685253849969837,0.3285169959537098,23.685253849969836
2023-02-24,AAPL,144.6149444580078,-0.01816928383747562,0.2403917120282223,-1.816928383747562,24.039171202822228
2023-02-27,AAPL,145.8076629638672,0.008213721528256033,0.24053876293285212,0.8213721528256033,24.05387629328521
2023-02-28,AAPL,145.304931640625,-0.00345386515268883,0.24051910177271124,-0.345386515268883,24.051910177271125
2023-03-01,AAPL,143.23492431640625,-0.014348401409393367,0.24503704533073098,-1.4348401409393368,24.503704533073098
2023-03-02,AAPL,143.8263397216797,0.004120487966427412,0.24400231026840657,0.4120487966427412,24.400231026840657
2023-03-03,AAPL,148.87327575683594,0.03448884814133965,0.26077518418313933,3.448884814133965,26.077518418313932
2023-03-06,AAPL,151.63328552246094,0.018369564811647893,0.2604410434325681,1.8369564811647892,26.04410434325681
2023-03-07,AAPL,149.4351348876953,-0.01460259227441694,0.2588692413396087,-1.460259227441694,25.88692413396087
2023-03-08,AAPL,150.68698120117188,0.008342294728908047,0.2584896121388319,0.8342294728908047,25.848961213883193
